"date","state","death","deathConfirmed","deathIncrease","deathProbable","hospitalized","hospitalizedCumulative","hospitalizedCurrently","hospitalizedIncrease","inIcuCumulative","inIcuCurrently","negative","negativeIncrease","negativeTestsAntibody","negativeTestsPeopleAntibody","negativeTestsViral","onVentilatorCumulative","onVentilatorCurrently","positive","positiveCasesViral","positiveIncrease","positiveScore","positiveTestsAntibody","positiveTestsAntigen","positiveTestsPeopleAntibody","positiveTestsPeopleAntigen","positiveTestsViral","recovered","totalTestEncountersViral","totalTestEncountersViralIncrease","totalTestResults","totalTestResultsIncrease","totalTestsAntibody","totalTestsAntigen","totalTestsPeopleAntibody","totalTestsPeopleAntigen","totalTestsPeopleViral","totalTestsPeopleViralIncrease","totalTestsViral","totalTestsViralIncrease"
"2020-09-27","MO",2063,,0,,,,1125,0,,,1174700,7545,,70741,1566917,,,123406,123406,1392,0,,,3518,,129549,,,0,1699319,11810,,,74259,,1298106,8937,1699319,11810
"2020-09-27","MP",2,2,0,,4,4,,0,,,14776,0,,,,,,70,70,1,0,,,,,,29,,0,14846,1,,,,,14845,0,19835,0
"2020-09-27","MS",2919,2693,8,226,5607,5607,601,0,,147,634036,0,,,,,68,96859,89505,182,0,,,,,,85327,,0,730895,182,38425,55557,,,,0,723389,0
"2020-09-27","MT",173,,2,,687,687,148,3,,,,0,,,,,,12107,,200,0,,,,,,8779,,0,330307,1022,,,,,,0,330307,1022
"2020-09-27","NC",3441,3414,1,27,,,917,0,,269,,0,,,,,,207380,202704,1290,0,,,,,,,,0,2976678,31292,,,,,,0,2976678,31292
"2020-09-27","ND",234,,4,,815,815,96,6,201,18,216894,1045,8923,,,,,20681,20679,341,0,421,,,,,16727,600067,5439,600067,5439,9344,18,,,237618,1389,622308,5666
"2020-09-27","NE",469,,1,,2279,2279,226,3,,,401533,4050,,,547931,,,43596,,434,0,,,,,52505,32584,,0,601536,6249,,,,,445434,4487,601536,6249
"2020-09-27","NH",439,,0,,736,736,20,2,233,,259314,2057,,,,,,8172,,51,0,,,,,,7403,,0,432396,9805,31777,,31030,,267486,2108,432396,9805
"2020-09-27","NJ",16105,14318,6,1787,23327,23327,416,3,,88,3309718,0,,,,,47,208466,203548,760,0,,,,,,,,0,3518184,760,,,,,,0,3512568,0
"2020-09-27","NM",870,,0,,3443,3443,66,8,,,,0,,,,,,28844,,152,0,,,,,,16301,,0,905329,5392,,,,,,0,905329,5392
"2020-09-27","NV",1585,,3,,,,442,0,,125,610228,2905,,,,,64,78728,78728,373,0,,,,,,,1007988,3475,1007988,3475,,,,,688073,3277,1033519,7033
"2020-09-27","NY",25456,,6,,,,541,0,,155,,0,,,,,59,455626,,866,0,,,,,,,10508186,84770,10508186,84770,,,,,,0,,0
"2020-09-27","OH",4741,4440,1,301,15216,15216,639,31,3251,199,,0,,,,,91,150809,142401,800,0,,,,,163029,130193,,0,3108273,38873,,,,,,0,3108273,38873
"2020-09-27","OK",1004,,0,,6252,6252,579,0,,223,1075475,0,,,1075475,,,83510,83510,0,0,3997,,,,94741,69754,,0,1158985,0,78836,,,,,0,1172554,0
"2020-09-27","OR",546,,4,,2496,2496,199,0,,40,636090,5498,,,996555,,14,32581,,267,0,,,,,56812,5490,,0,1053367,10072,,,,,661334,0,1053367,10072
"2020-09-27","PA",8106,,3,,,,462,0,,,1845070,14778,,,,,56,156150,151299,918,0,,,,,,127290,2981779,29746,2981779,29746,,,,,1996369,15684,,0
"2020-09-27","PR",644,473,2,171,,,349,0,,65,305972,0,,,395291,,38,22697,22697,533,0,23607,,,,20103,,,0,328669,533,,,,,,0,415664,0
"2020-09-27","RI",1110,,0,,2725,2725,94,0,,8,310722,1858,,,716584,,4,24398,,114,0,,,,,34564,,751148,9185,751148,9185,,,,,335120,1972,,0
"2020-09-27","SC",3326,3144,3,182,9043,9043,734,15,,179,1106651,9127,63810,,1066318,,108,145887,141909,614,0,6876,10030,,,182242,70028,,0,1252538,9741,70686,40686,,,,0,1248560,9698
"2020-09-27","SD",218,,0,,1473,1473,216,39,,,165963,962,,,,,,21541,,408,0,,,,,27568,17533,,0,263344,3510,,,,,187504,1370,263344,3510
"2020-09-27","TN",2377,2284,3,93,8577,8577,830,49,,249,,0,,,2598400,,127,192995,185833,2104,0,,,,,226974,175143,,0,2825374,42530,,,,,,0,2825374,42530
"2020-09-27","TX",15522,,37,,,,3217,0,,1056,,0,,,,,,735132,735132,1694,0,35953,17332,,,814979,652376,,0,6470128,23858,400882,192591,,,,0,6470128,23858
"2020-09-27","UT",453,,5,,3729,3729,184,27,895,76,730693,5753,,,952598,359,,70615,,1068,0,,1931,,1823,77230,54201,,0,1029828,9401,,24235,,13996,800467,6627,1029828,9401
"2020-09-27","VA",3159,2951,15,208,10889,10889,868,26,,198,,0,,,,,103,146144,138734,736,0,9741,3009,,,165374,,2003129,9785,2003129,9785,141970,36044,,,,0,,0
"2020-09-27","VI",19,,0,,,,,0,,,18843,167,,,,,,1317,,21,0,,,,,,1217,,0,20160,188,,,,,20167,187,,0
"2020-09-27","VT",58,58,0,,,,2,0,,,157421,622,,,,,,1746,1742,2,0,,,,,,1584,,0,271385,1249,,,,,159163,624,271385,1249
"2020-09-27","WA",2100,2100,0,,7431,7431,395,19,,90,,0,,,,,31,88433,87171,521,0,,,,,,,1820623,19602,1820623,19602,,,,,,0,,0
"2020-09-27","WI",1291,1281,0,10,7095,7095,571,54,1156,166,1399218,5806,,,,,,122478,115862,2247,0,,,,,,95513,2279551,28227,2279551,28227,,,,,1515080,8023,,0
"2020-09-27","WV",334,331,2,3,,,169,0,,53,,0,,,,,26,15348,14935,190,0,,,,,,11160,,0,543739,7415,17254,,,,,0,543739,7415
"2020-09-27","WY",50,,0,,262,262,22,4,,,92406,0,,,160245,,,5633,4780,168,0,,,,,5054,4519,,0,165299,326,,,,,96991,0,165299,326
"2020-09-26","AK",52,52,1,,304,304,43,2,,,,0,,,435171,,14,7439,,119,0,,,,,7411,3267,,0,442869,1537,,,,,,0,442869,1537
"2020-09-26","AL",2501,2364,10,137,16852,16852,709,0,1791,,970048,6684,,,,1007,,151591,134884,933,0,,,,,,64583,,0,1104932,7337,,,57800,,1104932,7337,,0
"2020-09-26","AR",1285,1137,19,148,5202,5202,447,0,,213,855635,6813,,,855635,657,91,80755,78260,809,0,,,,2706,,72051,,0,933895,7601,,,,10264,,0,933895,7601
"2020-09-26","AS",0,,0,,,,,0,,,1571,0,,,,,,0,0,0,0,,,,,,,,0,1571,0,,,,,,0,1571,0
"2020-09-26","AZ",5622,5355,35,267,22005,22005,509,33,,115,1221851,10194,,,,,56,216826,212376,459,0,,,,,,,,0,2139926,16612,349938,,290470,,1434227,10624,2139926,16612
"2020-09-26","CA",15532,,134,,,,3203,0,,862,,0,,,,,,798237,798237,4197,0,,,,,,,,0,14182730,130483,,,,,,0,14182730,130483
"2020-09-26","CO",2040,1684,3,356,7520,7520,248,41,,,814332,9526,155335,,,,,68510,63689,584,0,11633,,,,,,1295655,18042,1295655,18042,166968,,,,878021,10078,,0
"2020-09-26","CT",4501,3604,0,897,11560,11560,76,0,,,,0,,,1674070,,,56587,54216,0,0,,,,,69960,9310,,0,1746340,19115,,,,,,0,1746340,19115
"2020-09-26","DC",624,,1,,,,101,0,,25,,0,,,,,17,15215,,52,0,,,,,,12029,377979,4393,377979,4393,,,,,211599,1456,,0
"2020-09-26","DE",633,556,2,77,,,57,0,,10,260243,954,,,,,,20156,19103,71,0,,,,,22909,10541,415613,2243,415613,2243,,,,,280399,1025,,0
"2020-09-26","FL",14190,,107,,43964,43964,2099,171,,,4536325,26218,460024,449702,6443064,,,690387,674330,2731,0,45080,,44075,,899158,,7864927,66440,7864927,66440,505164,,493810,,5221217,28959,7383930,49243
"2020-09-26","GA",6914,,40,,28153,28153,1831,118,5176,,,0,,,,,,313873,313873,1359,0,24723,,,,292318,,,0,2872355,24861,299555,,,,,0,2872355,24861
"2020-09-26","GU",43,,2,,,,30,0,,9,46365,395,,,,,,2354,2354,68,0,3,,,,,1668,,0,48719,463,179,,,,,0,48254,0
"2020-09-26","HI",127,127,3,,787,787,150,8,,55,278076,2980,,,,,30,12070,11891,132,0,,,,,11853,5397,396996,3275,396996,3275,,,,,289967,3182,402010,3065
"2020-09-26","IA",1311,,4,,,,334,0,,84,667954,5018,,54568,,,29,82944,82944,899,0,,,3389,2645,,65490,,0,750898,5917,,,57997,20350,752449,5913,,0
"2020-09-26","ID",458,421,1,37,1795,1795,135,29,451,44,262420,1772,,,,,,39757,36232,523,0,,,,,,21291,,0,298652,2240,,,,,298652,2240,,0
"2020-09-26","IL",8832,8588,25,244,,,1597,0,,355,,0,,,,,141,288815,286326,2441,0,,,,,,,,0,5428688,65217,,,,,,0,5428688,65217
"2020-09-26","IN",3577,3351,11,226,12521,12521,910,58,2497,259,1233841,7786,,,,,92,116549,,1142,0,,,,,119466,,,0,2058965,22732,,,,,1350390,8928,2058965,22732
"2020-09-26","KS",632,,0,,2816,2816,343,0,768,121,446178,0,,,,250,34,56592,,0,0,,,,,,,,0,502770,0,,,,,502770,0,,0
"2020-09-26","KY",1154,1144,5,10,5193,5193,538,46,1511,129,,0,,,,,,66036,58128,970,0,,,,,,11750,,0,1274688,30060,55724,24514,,,,0,1274688,30060
"2020-09-26","LA",5444,5262,0,182,,,570,0,,,2090913,0,,,,,86,165152,163928,0,0,,,,,,149640,,0,2256065,0,,,,,,0,2254841,0
"2020-09-26","MA",9391,9178,18,213,12637,12637,354,18,,77,2046728,13795,,,,,28,130050,127832,569,0,,,,,167823,111479,,0,3780020,73292,,,119693,126039,2174560,14310,3780020,73292
"2020-09-26","MD",3925,3780,8,145,15382,15382,347,54,,81,1461328,11203,,120591,,,,122972,122972,613,0,,,11517,,147256,7458,,0,2525658,31639,,,132108,,1584300,11816,2525658,31639
"2020-09-26","ME",140,139,0,1,443,443,8,1,,1,,0,9740,,,,0,5260,4713,25,0,516,,,,5702,4538,,0,403601,6314,10270,,,,,0,403601,6314
"2020-09-26","MI",7044,6723,17,321,,,558,0,,139,,0,,,3408684,,52,134373,121427,996,0,,,,,169900,95051,,0,3578584,40941,291180,,,,,0,3578584,40941
"2020-09-26","MN",2056,2004,10,52,7443,7443,340,52,2085,120,1273023,16056,,,,,,95659,95659,1470,0,,,,,,85259,1954715,30695,1954715,30695,,,,,1368682,17526,,0
"2020-09-26","MO",2063,,69,,,,1101,0,,,1167155,14288,,70585,1556710,,,122014,122014,1716,0,,,3508,,128009,,,0,1687509,20077,,,74093,,1289169,16004,1687509,20077
"2020-09-26","MP",2,2,0,,4,4,,0,,,14776,0,,,,,,69,69,0,0,,,,,,29,,0,14845,0,,,,,14845,0,19835,0
"2020-09-26","MS",2911,2686,17,225,5607,5607,601,0,,147,634036,3682,,,,,68,96677,89353,645,0,,,,,,85327,,0,730713,4327,38425,55557,,,,0,723389,4167
"2020-09-26","MT",171,,1,,684,684,147,9,,,,0,,,,,,11907,,343,0,,,,,,8749,,0,329285,3169,,,,,,0,329285,3169
"2020-09-26","NC",3440,3413,31,27,,,914,0,,272,,0,,,,,,206090,201431,1759,0,,,,,,,,0,2945386,35809,,,,,,0,2945386,35809
"2020-09-26","ND",230,,8,,809,809,104,20,201,22,215849,1100,8923,,,,,20340,20338,497,0,421,,,,,16481,594628,7064,594628,7064,9344,17,,,236229,1595,616642,7621
"2020-09-26","NE",468,,6,,2276,2276,225,17,,,397483,2910,,,542196,,,43162,,431,0,,,,,52014,32238,,0,595287,5078,,,,,440947,3344,595287,5078
"2020-09-26","NH",439,,1,,734,734,18,-9,232,,257257,1359,,,,,,8121,,36,0,,,,,,7379,,0,422591,0,31666,,30983,,265378,1395,422591,0
"2020-09-26","NJ",16099,14312,6,1787,23324,23324,426,39,,88,3309718,33107,,,,,38,207706,202850,829,0,,,,,,,,0,3517424,33936,,,,,,0,3512568,33857
"2020-09-26","NM",870,,5,,3435,3435,72,15,,,,0,,,,,,28692,,205,0,,,,,,16211,,0,899937,6448,,,,,,0,899937,6448
"2020-09-26","NV",1582,,9,,,,442,0,,125,607323,3740,,,,,64,78355,78355,602,0,,,,,,,1004513,7438,1004513,7438,,,,,684796,4316,1026486,9153
"2020-09-26","NY",25450,,4,,,,527,0,,164,,0,,,,,75,454760,,1005,0,,,,,,,10423416,99953,10423416,99953,,,,,,0,,0
"2020-09-26","OH",4740,4439,6,301,15185,15185,625,58,3247,205,,0,,,,,95,150009,141671,1115,0,,,,,161912,129498,,0,3069400,40323,,,,,,0,3069400,40323
"2020-09-26","OK",1004,,11,,6252,6252,579,60,,223,1075475,17331,,,1075475,,,83510,83510,990,0,3997,,,,94741,69754,,0,1158985,18321,78836,,,,,0,1172554,19196
"2020-09-26","OR",542,,3,,2496,2496,199,28,,40,630592,11959,,,986802,,14,32314,,449,0,,,,,56493,5490,,0,1043295,10299,,,,,661334,12385,1043295,10299
"2020-09-26","PA",8103,,22,,,,444,0,,,1830292,13895,,,,,60,155232,150393,1029,0,,,,,,127290,2952033,30706,2952033,30706,,,,,1980685,14878,,0
"2020-09-26","PR",642,471,7,171,,,342,0,,59,305972,0,,,395291,,33,22164,22164,296,0,23249,,,,20103,,,0,328136,296,,,,,,0,415664,0
"2020-09-26","RI",1110,,3,,2725,2725,94,0,,8,308864,3011,,,707512,,4,24284,,103,0,,,,,34451,,741963,14494,741963,14494,,,,,333148,3114,,0
"2020-09-26","SC",3323,3141,26,182,9028,9028,727,34,,186,1097524,14959,63660,,1057807,,99,145273,141338,1371,0,6831,9972,,,181055,69629,,0,1242797,16330,70491,39995,,,,0,1238862,16241
"2020-09-26","SD",218,,2,,1434,1434,213,34,,,165001,1608,,,,,,21133,,579,0,,,,,27065,17173,,0,259834,3906,,,,,186134,2187,259834,3906
"2020-09-26","TN",2374,2281,22,93,8528,8528,855,51,,267,,0,,,2558215,,119,190891,183856,1437,0,,,,,224629,174044,,0,2782844,26911,,,,,,0,2782844,26911
"2020-09-26","TX",15485,,121,,,,3209,0,,1056,,0,,,,,,733438,733438,4886,0,35847,17229,,,813007,649580,,0,6446270,48515,399337,191112,,,,0,6446270,48515
"2020-09-26","UT",448,,0,,3702,3702,191,34,890,77,724940,7743,,,944116,358,,69547,,1017,0,,1900,,1793,76311,53806,,0,1020427,12421,,23618,,13698,793840,8981,1020427,12421
"2020-09-26","VA",3144,2937,8,207,10863,10863,924,57,,202,,0,,,,,111,145408,138173,975,0,9697,2952,,,165048,,1993344,19845,1993344,19845,141528,35606,,,,0,,0
"2020-09-26","VI",19,,0,,,,,0,,,18676,0,,,,,,1296,,0,0,,,,,,1209,,0,19972,0,,,,,19980,0,,0
"2020-09-26","VT",58,58,0,,,,1,0,,,156799,879,,,,,,1744,1740,10,0,,,,,,1580,,0,270136,3958,,,,,158539,888,270136,3958
"2020-09-26","WA",2100,2100,20,,7412,7412,383,55,,86,,0,,,,,28,87912,86666,588,0,,,,,,,1801021,17742,1801021,17742,,,,,,0,,0
"2020-09-26","WI",1291,1281,7,10,7041,7041,574,79,1153,161,1393412,9767,,,,,,120231,113645,2902,0,,,,,,94094,2251324,30429,2251324,30429,,,,,1507057,12584,,0
"2020-09-26","WV",332,329,2,3,,,174,0,,56,,0,,,,,31,15158,14750,205,0,,,,,,11121,,0,536324,6895,17205,,,,,0,536324,6895
"2020-09-26","WY",50,,0,,258,258,22,2,,,92406,0,,,159940,,,5465,4618,45,0,,,,,5033,4479,,0,164973,351,,,,,96991,0,164973,351
"2020-09-25","AK",51,51,6,,302,302,43,2,,,,0,,,433688,,14,7320,,126,0,,,,,7357,3042,,0,441332,8134,,,,,,0,441332,8134
"2020-09-25","AL",2491,2357,-15,134,16852,16852,718,74,1782,,963364,18617,,,,1000,,150658,134231,2452,0,,,,,,64583,,0,1097595,19415,,,57589,,1097595,19415,,0
"2020-09-25","AR",1266,1116,20,150,5202,5202,478,42,,224,848822,8085,,,848822,657,95,79946,77472,897,0,,,,2682,,71426,,0,926294,8881,,,,10056,,0,926294,8881
"2020-09-25","AS",0,,0,,,,,0,,,1571,0,,,,,,0,0,0,0,,,,,,,,0,1571,0,,,,,,0,1571,0
"2020-09-25","AZ",5587,5319,28,268,21972,21972,521,30,,119,1211657,7092,,,,,65,216367,211946,515,0,,,,,,,,0,2123314,17766,348167,,289802,,1423603,7612,2123314,17766
"2020-09-25","CA",15398,,84,,,,3307,0,,899,,0,,,,,,794040,794040,3400,0,,,,,,,,0,14052247,99390,,,,,,0,14052247,99390
"2020-09-25","CO",2037,1682,4,355,7479,7479,248,25,,,804806,9218,154823,,,,,67926,63137,709,0,11592,,,,,,1277613,16752,1277613,16752,166415,,,,867943,9835,,0
"2020-09-25","CT",4501,3604,2,897,11560,11560,76,0,,,,0,,,1655249,,,56587,54216,115,0,,,,,69673,9310,,0,1727225,22993,,,,,,0,1727225,22993
"2020-09-25","DC",623,,2,,,,101,0,,29,,0,,,,,17,15163,,57,0,,,,,,11990,373586,5719,373586,5719,,,,,210143,1696,,0
"2020-09-25","DE",631,554,1,77,,,53,0,,11,259289,1320,,,,,,20085,19044,138,0,,,,,22844,10517,413370,1404,413370,1404,,,,,279374,1458,,0
"2020-09-25","FL",14083,,122,,43793,43793,2121,172,,,4510107,23648,460024,449702,6397559,,,687656,671909,2809,0,45080,,44075,,895592,,7798487,65615,7798487,65615,505164,,493810,,5192258,26443,7334687,45143
"2020-09-25","GA",6874,,52,,28035,28035,1891,132,5156,,,0,,,,,,312514,312514,1468,0,24566,,,,290995,,,0,2847494,22678,298482,,,,,0,2847494,22678
"2020-09-25","GU",41,,3,,,,31,0,,11,45970,546,,,,,,2286,2286,23,0,3,,,,,1668,,0,48256,569,179,,,,,0,48254,569
"2020-09-25","HI",124,124,2,,779,779,150,16,,55,275096,0,,,,,30,11938,11779,90,0,,,,,11743,5265,393721,3361,393721,3361,,,,,286785,0,398945,3442
"2020-09-25","IA",1307,,5,,,,330,0,,87,662936,5427,,54088,,,35,82045,82045,974,0,,,3371,2640,,62648,,0,744981,6401,,,57499,20262,746536,6411,,0
"2020-09-25","ID",457,419,3,38,1766,1766,147,12,449,40,260648,1948,,,,,,39234,35764,491,0,,,,,,21105,,0,296412,2349,,,,,296412,2349,,0
"2020-09-25","IL",8807,8563,33,244,,,1637,0,,371,,0,,,,,124,286374,283885,2805,0,,,,,,,,0,5363471,69793,,,,,,0,5363471,69793
"2020-09-25","IN",3566,3340,18,226,12463,12463,856,75,2484,258,1226055,8683,,,,,83,115407,,1171,0,,,,,118514,,,0,2036233,26532,,,,,1341462,9854,2036233,26532
"2020-09-25","KS",632,,11,,2816,2816,343,50,768,121,446178,9123,,,,250,34,56592,,1366,0,,,,,,,,0,502770,10489,,,,,502770,10489,,0
"2020-09-25","KY",1149,1140,12,9,5147,5147,553,28,1501,130,,0,,,,,,65066,57366,908,0,,,,,,11677,,0,1244628,18243,53029,24330,,,,0,1244628,18243
"2020-09-25","LA",5444,5262,21,182,,,570,0,,,2090913,17825,,,,,86,165152,163928,706,0,,,,,,149640,,0,2256065,18531,,,,,,0,2254841,18531
"2020-09-25","MA",9373,9160,11,213,12619,12619,389,13,,78,2032933,15400,,,,,31,129481,127317,488,0,,,,,167221,111479,,0,3706728,64012,,,119449,124547,2160250,15854,3706728,64012
"2020-09-25","MD",3917,3772,8,145,15328,15328,344,29,,79,1450125,10346,,120591,,,,122359,122359,559,0,,,11517,,146476,7431,,0,2494019,29092,,,132108,,1572484,10905,2494019,29092
"2020-09-25","ME",140,139,0,1,442,442,10,0,,2,,0,9740,,,,0,5235,4691,20,0,516,,,,5673,4507,,0,397287,6323,10270,,,,,0,397287,6323
"2020-09-25","MI",7027,6708,8,319,,,558,0,,139,,0,,,3368935,,52,133377,120526,1040,0,,,,,168708,90216,,0,3537643,39572,289151,,,,,0,3537643,39572
"2020-09-25","MN",2046,1994,6,52,7391,7391,303,56,2067,148,1256967,13128,,,,,,94189,94189,1177,0,,,,,,84256,1924020,28718,1924020,28718,,,,,1351156,14305,,0
"2020-09-25","MO",1994,,42,,,,1068,0,,,1152867,11647,,70340,1538424,,,120298,120298,1987,0,,,3475,,126185,,,0,1667432,18080,,,73815,,1273165,13634,1667432,18080
"2020-09-25","MP",2,2,0,,4,4,,0,,,14776,0,,,,,,69,69,0,0,,,,,,29,,0,14845,0,,,,,14845,0,19835,0
"2020-09-25","MS",2894,2671,20,223,5607,5607,609,0,,143,630354,3905,,,,,73,96032,88868,722,0,,,,,,85327,,0,726386,4627,38109,54718,,,,0,719222,4370
"2020-09-25","MT",170,,5,,675,675,140,25,,,,0,,,,,,11564,,322,0,,,,,,8681,,0,326116,4598,,,,,,0,326116,4598
"2020-09-25","NC",3409,3409,53,,,,903,0,,281,,0,,,,,,204331,199768,6142,0,,,,,,,,0,2909577,38070,,,,,,0,2909577,38070
"2020-09-25","ND",222,,6,,789,789,89,12,200,25,214749,1087,8895,,,,,19843,19841,431,0,417,,,,,16104,587564,5460,587564,5460,9312,17,,,234634,1521,609021,5814
"2020-09-25","NE",462,,0,,2259,2259,231,12,,,394573,2482,,,537626,,,42731,,453,0,,,,,51525,31774,,0,590209,5113,,,,,437603,2934,590209,5113
"2020-09-25","NH",438,,0,,743,743,19,11,233,,255898,16791,,,,,,8085,,41,0,,,,,,7343,,0,422591,4902,31620,,30930,,263983,16832,422591,4902
"2020-09-25","NJ",16093,14306,6,1787,23285,23285,405,33,,75,3276611,26359,,,,,32,206877,202100,627,0,,,,,,,,0,3483488,26986,,,,,,0,3478711,26907
"2020-09-25","NM",865,,6,,3420,3420,75,18,,,,0,,,,,,28487,,263,0,,,,,,16020,,0,893489,8116,,,,,,0,893489,8116
"2020-09-25","NV",1573,,9,,,,460,0,,130,603583,5292,,,,,62,77753,77753,556,0,,,,,,,997075,6903,997075,6903,,,,,680480,5998,1017333,13118
"2020-09-25","NY",25446,,7,,,,511,0,,154,,0,,,,,76,453755,,908,0,,,,,,,10323463,94818,10323463,94818,,,,,,0,,0
"2020-09-25","OH",4734,4433,19,301,15127,15127,595,76,3243,194,,0,,,,,98,148894,140683,1150,0,,,,,160666,128369,,0,3029077,36870,,,,,,0,3029077,36870
"2020-09-25","OK",993,,12,,6192,6192,590,62,,220,1058144,12462,,,1058144,,,82520,82520,1276,0,3764,,,,92923,68911,,0,1140664,13738,76497,,,,,0,1153358,13180
"2020-09-25","OR",539,,1,,2468,2468,187,30,,40,618633,4011,,,976958,,16,31865,,362,0,,,,,56038,5484,,0,1032996,7391,,,,,648949,4379,1032996,7391
"2020-09-25","PA",8081,,2,,,,435,0,,,1816397,12927,,,,,58,154203,149410,806,0,,,,,,126446,2921327,33163,2921327,33163,,,,,1965807,13679,,0
"2020-09-25","PR",635,464,8,171,,,376,0,,67,305972,0,,,395291,,28,21868,21868,712,0,23037,,,,20103,,,0,327840,712,,,,,,0,415664,0
"2020-09-25","RI",1107,,1,,2725,2725,94,0,,8,305853,2581,,,693170,,4,24181,,-130,0,,,,,34299,,727469,10422,727469,10422,,,,,330034,2451,,0
"2020-09-25","SC",3297,3114,18,183,8994,8994,773,49,,191,1082565,18166,63469,,1043249,,101,143902,140056,1195,0,6666,9856,,,179372,68854,,0,1226467,19361,70135,38650,,,,0,1222621,19201
"2020-09-25","SD",216,,6,,1400,1400,194,25,,,163393,1829,,,,,,20554,,457,0,,,,,26549,16831,,0,255928,3391,,,,,183947,2286,255928,3391
"2020-09-25","TN",2352,2262,42,90,8477,8477,838,64,,250,,0,,,2533011,,119,189454,182542,1910,0,,,,,222922,172618,,0,2755933,33296,,,,,,0,2755933,33296
"2020-09-25","TX",15364,,97,,,,3221,0,,1051,,0,,,,,,728552,728552,4633,0,35656,17005,,,809734,646143,,0,6397755,55801,394584,186922,,,,0,6397755,55801
"2020-09-25","UT",448,,4,,3668,3668,190,49,886,76,717197,5904,,,932997,357,,68530,,1411,0,,1849,,1744,75009,53360,,0,1008006,9893,,22051,,13019,784859,6865,1008006,9893
"2020-09-25","VA",3136,2930,23,206,10806,10806,965,37,,221,,0,,,,,117,144433,137283,941,0,9630,2874,,,163973,,1973499,20534,1973499,20534,141049,32659,,,,0,,0
"2020-09-25","VI",19,,0,,,,,0,,,18676,142,,,,,,1296,,6,0,,,,,,1209,,0,19972,148,,,,,19980,145,,0
"2020-09-25","VT",58,58,0,,,,2,0,,,155920,866,,,,,,1734,1731,7,0,,,,,,1576,,0,266178,4445,,,,,157651,873,266178,4445
"2020-09-25","WA",2080,2080,-1,,7357,7357,401,8,,87,,0,,,,,27,87324,86108,595,0,,,,,,,1783279,39983,1783279,39983,,,,,,0,,0
"2020-09-25","WI",1284,1274,9,10,6962,6962,543,65,1150,147,1383645,12575,,,,,,117329,110828,2629,0,,,,,,92366,2220895,28444,2220895,28444,,,,,1494473,15079,,0
"2020-09-25","WV",330,327,5,3,,,177,0,,59,,0,,,,,31,14953,14577,247,0,,,,,,10968,,0,529429,6318,17164,,,,,0,529429,6318
"2020-09-25","WY",50,,0,,256,256,22,1,,,92406,1071,,,159615,,,5420,4585,115,0,,,,,5007,4450,,0,164622,1969,,,,,96991,1168,164622,1969
"2020-09-24","AK",45,45,0,,300,300,43,4,,,,0,,,425736,,14,7194,,131,0,,,,,7180,2731,,0,433198,0,,,,,,0,433198,0
"2020-09-24","AL",2506,2349,18,157,16778,16778,744,80,1679,,944747,6296,,,,931,,148206,133433,1053,0,,,,,,64583,,0,1078180,7277,,,57387,,1078180,7277,,0
"2020-09-24","AR",1246,1097,17,149,5160,5160,450,62,,216,840737,9436,,,840737,650,97,79049,76676,1086,0,,,,2566,,70737,,0,917413,10466,,,,10922,,0,917413,10466
"2020-09-24","AS",0,,0,,,,,0,,,1571,0,,,,,,0,0,0,0,,,,,,,,0,1571,0,,,,,,0,1571,0
"2020-09-24","AZ",5559,5291,34,268,21942,21942,565,17,,122,1204565,9983,,,,,64,215852,211426,568,0,,,,,,,,0,2105548,20098,346495,,289012,,1415991,10489,2105548,20098
"2020-09-24","CA",15314,,110,,,,3484,0,,914,,0,,,,,,790640,790640,3170,0,,,,,,,,0,13952857,73434,,,,,,0,13952857,73434
"2020-09-24","CO",2033,1678,3,355,7454,7454,258,10,,,795588,8665,154312,,,,,67217,62520,548,0,11561,,,,,,1260861,15116,1260861,15116,165873,,,,858108,9202,,0
"2020-09-24","CT",4499,3603,2,896,11560,11560,72,113,,,,0,,,1632509,,,56472,54113,157,0,,,,,69430,9310,,0,1704232,23760,,,,,,0,1704232,23760
"2020-09-24","DC",621,,0,,,,97,0,,29,,0,,,,,21,15106,,56,0,,,,,,11956,367867,4419,367867,4419,,,,,208447,1630,,0
"2020-09-24","DE",630,553,1,77,,,57,0,,12,257969,1755,,,,,,19947,18916,117,0,,,,,22805,10487,411966,636,411966,636,,,,,277916,1872,,0
"2020-09-24","FL",13961,,179,,43621,43621,2169,188,,,4486459,20978,460024,449702,6356072,,,684847,669456,2477,0,45080,,44075,,892098,,7732872,58096,7732872,58096,505164,,493810,,5165815,23459,7289544,40594
"2020-09-24","GA",6822,,49,,27903,27903,1932,154,5120,,,0,,,,,,311046,311046,1368,0,24436,,,,289670,,,0,2824816,21601,297531,,,,,0,2824816,21601
"2020-09-24","GU",38,,1,,,,33,0,,11,45424,408,,,,,,2263,2263,28,0,3,,,,,1568,,0,47687,436,179,,,,,0,47685,436
"2020-09-24","HI",122,122,2,,763,763,162,14,,54,275096,2549,,,,,34,11848,11689,167,0,,,,,11640,5125,390360,5108,390360,5108,,,,,286785,2716,395503,5500
"2020-09-24","IA",1302,,8,,,,305,0,,79,657509,5579,,53670,,,37,81071,81071,1148,0,,,3357,2511,,61509,,0,738580,6727,,,57067,19784,740125,6725,,0
